ItemCode,ItemName
D070300158,CL-43 สีขาว รางปลั๊กไฟ 1 สวิตช์ 4 ช่อง สายไฟ 3x0.75 ยาว 3 ม. TOSHINO
D070300159,CL-45 สีขาว รางปลั๊กไฟ 1 สวิตช์ 4 ช่อง สายไฟ 3x0.75 ยาว 5 ม. TOSHINO
D070300163,TSP-6T รางปลั๊กไฟ 6 สวิตซ์ 6 ช่อง + 2 USB สายไฟ 3 เมตร TOSHINO
D070320006,AP01 ปลั๊กเดินทาง 1 ช่อง (Universal) - VOX
D070320007,AP02 ปลั๊กเดินทาง 2 ช่อง (Universal) - VOX
D070320008,AP03 ปลั๊กเดินทาง 3 ช่อง (Universal) - VOX
D070320009,AP04 ปลั๊กเดินทาง 2 ช่อง (Universal) - VOX
D070200057,TO-12-5M เต้ารับ 1 สวิตช์ 2 ช่องเสียบ + 2 USB 16 แอมป์ 3x1.5 sq.mm. สายไฟ 5 เมตร - VOX
D070200058,TO-12-10M เต้ารับ 1 สวิตช์ 2 ช่องเสียบ + 2 USB 16 แอมป์ 3x1.5 sq.mm. สายไฟ 10 เมตร - VOX
D070200059,TO-12-15M เต้ารับ 1 สวิตช์ 2 ช่องเสียบ + 2 USB 16 แอมป์ 3x1.5 sq.mm. สายไฟ 15 เมตร - VOX
D070200060,TO-14-5M เต้ารับ 1 สวิตช์ 4 ช่องเสียบ 16 แอมป์ 3x1.5 sq.mm. สายไฟ 5 เมตร - VOX
D070200061,TO-14-10M เต้ารับ 1 สวิตช์ 4 ช่องเสียบ 16 แอมป์ 3x1.5 sq.mm. สายไฟ 10 เมตร - VOX
D070200062,TO-14-15M เต้ารับ 1 สวิตช์ 4 ช่องเสียบ 16 แอมป์ 3x1.5 sq.mm. สายไฟ 15 เมตร - VOX
D070200063,TO-02-5M เต้ารับ 2 ช่องเสียบ 16 แอมป์ 3680 วัตต์ 3x2.5 sq.mm. สายไฟ 5 เมตร - VOX
D070200064,TO-02-10M เต้ารับ 2 ช่องเสียบ 16 แอมป์ 3680 วัตต์ 3x2.5 sq.mm. สายไฟ 10 เมตร - VOX
D070200065,TO-02-15M เต้ารับ 2 ช่องเสียบ 16 แอมป์ 3680 วัตต์ 3x2.5 sq.mm. สายไฟ 15 เมตร - VOX
D070200066,TO-02-20M เต้ารับ 2 ช่องเสียบ 16 แอมป์ 3680 วัตต์ 3x2.5 sq.mm. สายไฟ 20 เมตร - VOX
D070200067,TO-02-30M เต้ารับ 2 ช่องเสียบ 16 แอมป์ 3680 วัตต์ 3x2.5 sq.mm. สายไฟ 30 เมตร - VOX
D070100068,M10 โรลม้วนเก็บสายไฟ - จานพลาสติก 16 แอมป์ 3x1.5 ยาว 10 ม. - VOX
D070100069,HQ-20 โรลม้วนเก็บสายไฟ - จานพลาสติก 16 แอมป์ 3x1.5 ยาว 20 ม. - VOX
D070100070,HQ-30 โรลม้วนเก็บสายไฟ - จานพลาสติก 16 แอมป์ 3x1.5 ยาว 30 ม. - VOX
D100250001,W3-OOO-BX100 กิ๊บรัดท่อสเตนเลส ขนาด OOO ปรับขนาดได้ 9 - 13 มม.
D100250002,W3-MOO-BX100 กิ๊บรัดท่อสเตนเลส ขนาด MOO ปรับขนาดได้ 13 - 16 มม.
D100250003,W3-OO-BX100 กิ๊บรัดท่อสเตนเลส ขนาด OO ปรับขนาดได้ 13 - 19 มม.
D100250004,W3-O-BX100 กิ๊บรัดท่อสเตนเลส ขนาด O ปรับขนาดได้ 16 - 22 มม.
D100250005,W3-OX-BX100 กิ๊บรัดท่อสเตนเลส ขนาด OX ปรับขนาดได้ 19 - 25 มม.
D100250006,W3-1A-BX100 กิ๊บรัดท่อสเตนเลส ขนาด 1A ปรับขนาดได้ 22 - 29 มม.
D100250007,W3-1-BX50 กิ๊บรัดท่อสเตนเลส ขนาด 1 ปรับขนาดได้ 25 - 35 มม.
D100250008,W3-1X-BX50 กิ๊บรัดท่อสเตนเลส ขนาด 1X ปรับขนาดได้ 28 - 41 มม.
D100250009,W3-2A-BX50 กิ๊บรัดท่อสเตนเลส ขนาด 2A ปรับขนาดได้ 31 - 48 มม.
D100250010,W3-2-BX50 กิ๊บรัดท่อสเตนเลส ขนาด 2 ปรับขนาดได้ 38 - 54 มม.
D100250011,W3-2X-BX50 กิ๊บรัดท่อสเตนเลส ขนาด 2X ปรับขนาดได้ 44 - 60 มม.
D100250012,W3-3-BX50 กิ๊บรัดท่อสเตนเลส ขนาด 3 ปรับขนาดได้ 50 - 70 มม.
D100250013,W3-3X-BX50 กิ๊บรัดท่อสเตนเลส ขนาด 3X ปรับขนาดได้ 60 - 80 มม.
D100250014,W3-4-BX25 กิ๊บรัดท่อสเตนเลส ขนาด 4 ปรับขนาดได้ 70 - 90 มม.
D100250015,W3-4X-BX25 กิ๊บรัดท่อสเตนเลส ขนาด 4X ปรับขนาดได้ 83 - 102 มม.
D100250016,W3-5-BX25 กิ๊บรัดท่อสเตนเลส ขนาด 5 ปรับขนาดได้ 95 - 115 มม.
D100250017,W3-6-BX25 กิ๊บรัดท่อสเตนเลส ขนาด 6 ปรับขนาดได้ 104 - 127 มม.
D100250018,W3-6X-BX25 กิ๊บรัดท่อสเตนเลส ขนาด 6X ปรับขนาดได้ 127 - 146 มม.
D100200023,W1W-OOO-BX10 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด OOO ปรับขนาดได้ 9 - 13 มม.
D100200024,W1W-MOO-BX100 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด MOO ปรับขนาดได้ 13 - 16 มม.
D100200025,W1W-OO-BX100 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด OO ปรับขนาดได้ 13 - 19 มม.
D100200026,W1W-O-BX100 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด O ปรับขนาดได้ 16 - 22 มม.
D100200027,W1W-OX-BX100 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด OX ปรับขนาดได้ 19 - 25 มม.
D100200028,W1W-1A-BX100 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด 1A ปรับขนาดได้ 22 - 29 มม.
D100200029,W1W-1-BX50 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด 1 ปรับขนาดได้ 25 - 35 มม.
D100200030,W1W-1X-BX50 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด 1X ปรับขนาดได้ 28 - 41 มม.
D100200031,W1W-2A-BX50 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด 2A ปรับขนาดได้ 31 - 48 มม.
D100200032,W1W-2-BX50 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด 2 ปรับขนาดได้ 38 - 54 มม.
D100200033,W1W-2X-BX25 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด 2X ปรับขนาดได้ 44 - 60 มม.
D100200034,W1W-3-BX25 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด 3 ปรับขนาดได้ 50 - 70 มม.
D100200035,W1W-3X-BX25 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด 3X ปรับขนาดได้ 60 - 80 มม.
D100200036,W1W-4-BX25 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด 4 ปรับขนาดได้ 70 - 90 มม.
D100200037,W1W-4X-BX25 กิ๊บเหล็กรัดท่อมีหางปลา ขนาด 4X ปรับขนาดได้ 83 - 102 มม.
D110400002,สีดำ ตาข่ายคลุมของ พร้อมตะขอ ขนาด 1.1x1.1 เมตร
D110400003,สีดำ ตาข่ายคลุมของ พร้อมตะขอ ขนาด 1.5x1.5 เมตร
D110400004,สีดำ ตาข่ายคลุมของ พร้อมตะขอ ขนาด 1.5x2 เมตร
D110400001,สีดำ ตาข่ายคลุมของ พร้อมตะขอ ขนาด 2x2 เมตร
D110500001,สายรัดอเนกประสงค์ 1.5 เมตร
D110500002,สายรัดอเนกประสงค์ 2.4 เมตร
D070853003,"โคมไฟฟลัดไลท์ LED BVP150 G3 10W, WW - Philips"
D070852001,"โคมไฟฟลัดไลท์ LED BVP150 G3 10W, NW - Philips"
D070850004,"โคมไฟฟลัดไลท์ LED BVP150 G3 10W, DL - Philips"
D070853004,"โคมไฟฟลัดไลท์ LED BVP150 G3 20W, WW - Philips"
D070852002,"โคมไฟฟลัดไลท์ LED BVP150 G3 20W, NW - Philips"
D070850005,"โคมไฟฟลัดไลท์ LED BVP150 G3 20W, DL - Philips"
D070853005,"โคมไฟฟลัดไลท์ LED BVP150 G3 30W, WW - Philips"
D070852003,"โคมไฟฟลัดไลท์ LED BVP150 G3 30W, NW - Philips"
D070850006,"โคมไฟฟลัดไลท์ LED BVP150 G3 30W, DL - Philips"
D070853006,"โคมไฟฟลัดไลท์ LED BVP150 G3 50W, WW - Philips"
D070852004,"โคมไฟฟลัดไลท์ LED BVP150 G3 50W, NW - Philips"
D070850007,"โคมไฟฟลัดไลท์ LED BVP150 G3 50W, DL - Philips"
D070853007,"โคมไฟฟลัดไลท์ LED BVP150 G3 70W, WW - Philips"
D070852005,"โคมไฟฟลัดไลท์ LED BVP150 G3 70W, NW - Philips"
D070850008,"โคมไฟฟลัดไลท์ LED BVP150 G3 70W, DL - Philips"
D070853008,"โคมไฟฟลัดไลท์ LED BVP150 G3 100W, WW - Philips"
D070852006,"โคมไฟฟลัดไลท์ LED BVP150 G3 100W, NW - Philips"
D070850009,"โคมไฟฟลัดไลท์ LED BVP150 G3 100W, DL - Philips"
D070853009,"โคมไฟฟลัดไลท์ LED BVP150 G3 150W, WW - Philips"
D070852007,"โคมไฟฟลัดไลท์ LED BVP150 G3 150W, NW - Philips"
D070850003,"โคมไฟฟลัดไลท์ LED BVP150 G3 150W, DL - Philips"
D070853010,"โคมไฟฟลัดไลท์ LED BVP150 G3 200W, WW - Philips"
D070852008,"โคมไฟฟลัดไลท์ LED BVP150 G3 200W, NW - Philips"
D070850010,"โคมไฟฟลัดไลท์ LED BVP150 G3 200W, DL - Philips"
D060500015,PN9993 สีเทา บันไดพลาสติก 3 ขั้น พับได้ PIONEER
D060500019,LD-12602 สีเทา บันไดพลาสติก 2 ขั้น พับได้
D020750005,SMD-0310 ตู้สเตนเลสติดล้อ 4 ชั้น ประตูบานสวิง
D060500016,PN9993 สีเหลือง บันไดพลาสติก 3 ขั้น พับได้ PIONEER
D060500017,PN9993 สีม่วง บันไดพลาสติก 3 ขั้น พับได้ PIONEER
D060500018,PN9993 สีเขียว บันไดพลาสติก 3 ขั้น พับได้ PIONEER
C120100191,CDA1111N-H120 สีดำ แพลเลทพลาสติกหน้าเดียว PP
C120100181,MW1012-3 สีดำ แพลเลทพลาสติกหน้าเดียว (เรียบ) L1200xW1000xH150 มม.
C120100192,LS1012M2 สีดำ แพลเลทพลาสติกน้ำหนักเบาซ้อนได้ PP
C190100072,Heavy สีดำ ชั้นวางพัสดุ 4 ชั้น
C010500091,NSLC903 สีน้ำเงิน ลังกระจายสินค้าชนิดฝาซิกแซก
C010500092,NSLC6436 สีน้ำเงิน ลังกระจายสินค้าชนิดฝาซิกแซก
C010500093,NSLC6436 สีน้ำเงินเข้ม ลังกระจายสินค้าชนิดฝาซิกแซก
C010500094,NSLC6436 สีเขียว ลังกระจายสินค้าชนิดฝาซิกแซก
C010500095,NSLC6436 สีแดง ลังกระจายสินค้าชนิดฝาซิกแซก
C010500096,NSLC6436 สีเหลือง ลังกระจายสินค้าชนิดฝาซิกแซก
C490300001,RW2271 สีใส ขวดยาพลาสติก ทรงกลม 85 มล. (1/25)
C490300002,RW2272 สีใส ขวดยาพลาสติก ทรงกลม 135 มล. (1/25)
C490300003,RW2273 สีใส ขวดยาพลาสติก ทรงกลม 160 มล. (1/25)
C490300004,RW2274 สีใส ขวดยาพลาสติก ทรงกลม 260 มล. (1/25)
C490310001,RW2281 สีใส ขวดยาพลาสติก ทรงเหลี่ยม 180 มล. (1/25)
C490200005,RP7509 สีใส ขวดพลาสติกแบบหัวสเปรย์ ทรงกลม ขนาด 50 มล. (1/10)
C490200004,RP7510 สีใส ขวดพลาสติกแบบหัวสเปรย์ ทรงกลม ขนาด 100 มล. (1/10)
C040500001,1015 สีใส กล่องรองเท้าพลาสติก
C040500002,1016 สีใส กล่องรองเท้าพลาสติก
C040500003,1018 สีใส กล่องรองเท้าพลาสติก
C040500004,5125 สีใส กล่องรองเท้าพลาสติก
C040500005,5126 สีใส กล่องรองเท้าพลาสติก
C040500006,5128 สีใส กล่องรองเท้าพลาสติก
C040500007,5129 สีใส กล่องรองเท้าพลาสติก
C030500024,HH-1232D สีขาว ตะกร้าอเนกประสงค์ 263x183x111 - DKW
C030500025,HH-1232D สีเทา ตะกร้าอเนกประสงค์ 263x183x111 - DKW
C030500026,HH-1234D สีขาว ตะกร้าอเนกประสงค์ 374x264x167 - DKW
C030500027,HH-1234D สีเทา ตะกร้าอเนกประสงค์ 374x264x167 - DKW
C030500028,HH-1236D สีขาว ตะกร้าอเนกประสงค์ 374x264x222 - DKW
C030500029,HH-1236D สีเทา ตะกร้าอเนกประสงค์ 374x264x222 - DKW
C040400014,9001 กล่องถนอมอาหารพลาสติก 600 มล. (1/4)
C040400015,9002 กล่องถนอมอาหารพลาสติก 270 มล. (1/5)
C040400016,9003 กล่องถนอมอาหารพลาสติก 250 มล. (1/5)
C040400017,9004 กล่องถนอมอาหารพลาสติก 120 มล. (1/6)
C100500011,0201 กระบอกตวงสเตนเลส 300 ซีซี. - MAGNATE
C100500012,0202 กระบอกตวงสเตนเลส 500 ซีซี. - MAGNATE
C100500013,0203 กระบอกตวงสเตนเลส 1000 ซีซี. - MAGNATE
C100500010,0204 กระบอกตวงสเตนเลส 2000 ซีซี. MAGNATE
C182120010,SMC-0309D ชั้นวางเก็บเวชภัณฑ์สเตนเลส ประตูทึบ บานสวิง ติดล้อ
C182120011,SMC-0309AD ชั้นวางเก็บเวชภัณฑ์สเตนเลส  ประตูอะคริลิกบานสวิง ติดล้อ
C182120012,SMC-0309ASD ชั้นวางเก็บเวชภัณฑ์สเตนเลส ประตูอะคริลิกบานสไลด์ติดล้อ
C182120013,SMC-0309DR ชั้นวางเก็บเวชภัณฑ์สเตนเลส  2 ลิ้นชักติดล้อ
C182120014,SMC-0309 ชั้นวางเก็บเวชภัณฑ์สเตนเลสติดล้อ
C030600008,สีเขียว เข่งพลาสติก เบอร์ 1 ขนาด 66x48 ซม. เกรด A
C030600010,สีแดง เข่งพลาสติก เบอร์ 1 ขนาด 66x48 ซม. เกรด A
C030600007,สีน้ำเงิน เข่งพลาสติก เบอร์ 1 ขนาด 66x48 ซม. เกรด A
C030600009,สีเหลือง เข่งพลาสติก เบอร์ 1 ขนาด 66x48 ซม. เกรด A
C030600002,สีเขียว เข่งพลาสติก เบอร์ 1  ขนาด 66X48 ซม.
C030600005,สีแดง เข่งพลาสติก เบอร์ 1 ขนาด 66x48 ซม. เกรด B
C030600006,สีน้ำเงิน เข่งพลาสติก เบอร์ 1 ขนาด 66x48 ซม. เกรด B
C030600004,สีดำ เข่งพลาสติก เบอร์ 1 ขนาด 66x48 ซม. เกรด B
C030600013,สีเขียว เข่งพลาสติก เบอร์ 2 ขนาด 60x40.5 ซม. เกรด B
C030600011,สีแดง เข่งพลาสติก เบอร์ 2 ขนาด 60x40.5 ซม. เกรด B
C030600012,สีน้ำเงิน เข่งพลาสติก เบอร์ 2 ขนาด 60x40.5 ซม. เกรด B
C030600015,สีเขียว เข่งพลาสติก เบอร์ 3 ขนาด 52x39 ซม. เกรด B
C030600014,สีแดง เข่งพลาสติก เบอร์ 3 ขนาด 52x39 ซม. เกรด B
C030600016,สีน้ำเงิน เข่งพลาสติก เบอร์ 3 ขนาด 52x39 ซม. เกรด B
C030600018,สีเขียว เข่งพลาสติก เบอร์ 5 ขนาด 44x35.5 ซม.เกรด B
C030600017,สีแดง เข่งพลาสติก เบอร์ 5 ขนาด 44x35.5 ซม. เกรด B
C030600019,สีน้ำเงิน เข่งพลาสติก เบอร์ 5 ขนาด 44x35.5 ซม. เกรด B
J030300008,"AR6718 สีฟ้า ที่ตัดเทป OPP 2"" แบบพลาสติก Aroma"
J030300012,"AR6718 สีส้ม ที่ตัดเทป OPP 2"" แบบพลาสติก Aroma"
J030300006,"AR6696 สีฟ้า ที่ตัดเทป OPP 2"" แบบโลหะ Aroma"
J030300007,"AR6696 สีส้ม ที่ตัดเทป OPP 2"" แบบโลหะ Aroma"
J030300009,"EX213 ที่ตัดเทป 2"" แบบมีเบรก Aroma"
J030300010,"EX306 ที่ตัดเทป 3"" แบบมีเบรก Excell"
J040900001,สายรัดคอมโพสิต 19 มม. (1/2)
J041100001,สีดำ ฉากเข้ามุมพลาสติก ขนาด 25x35 มม. (1/5000)
J041000001,ห่วงเหล็กรัดสาย 19 มม. (1/500)
J020500010,PB-1520W โต๊ะแพ็คสินค้า หน้าโต๊ะไม้ พร้อมที่วางของ W1500xD725xH2050 มม.
J010100017,ฟิล์มยืด 15 ไมครอน กว้าง 50 ซม. ยาว 300 เมตร (1/6) HERO
J010100018,ฟิล์มยืด 17 ไมครอน กว้าง 50 ซม. ยาว 300 เมตร (1/6) HERO
J010100019,ฟิล์มยืด 20 ไมครอน กว้าง 50 ซม. ยาว 300 เมตร (1/6) HERO
J010100023,ฟิล์มยืด Pre-Stretch 8 ไมครอน กว้าง 45 ซม. ยาว 450 เมตร (1/6) HERO
J010100024,ฟิล์มยืด รุ่น Premium  8 ไมครอน กว้าง 50 ซม. ยาว 600 เมตร (1/6) HERO
J010100025,ฟิล์มยืด รุ่น Premium  10 ไมครอน กว้าง 50 ซม. ยาว 500 เมตร (1/6) HERO
D010500013,เก้าอี้สเตนเลส Dia.330xH500-650 มม.
D020750006,SMD-0615 ตู้สเตนเลสติดล้อ 3 ชั้น ประตูบานสวิง
E030100015,STHT74978AR ชุดเครื่องมือช่าง 40 ชิ้น พร้อมกระเป๋าใส่เครื่องมือ 10 นิ้ว STANLEY
E032300209,61-889 ไขควงตอกปากแบน  6x100 มม. STANLEY
E032300213,61-894 ไขควงตอกปากแบน  8x250 มม. STANLEY
E032300206,61-895 ไขควงตอกปากแบน 8x300 มม. STANLEY
E032000022,"A-1 คีมถ่างแหวน ปากตรง 5 1/2"""
E032000023,"A-2 คีมถ่างแหวน ปากตรง 7"""
E032000024,"A-3 คีมถ่างแหวน ปากตรง 9"""
E032000025,"A-4 คีมถ่างแหวน ปากตรง 12"""
E032000026,"A-11 คีมถ่างแหวน ปากงอ 5 1/2"""
E032000027,"A-21 คีมถ่างแหวน ปากงอ 7"""
E032000028,"A-31 คีมถ่างแหวน ปากงอ 9"""
E032000029,"A-41 คีมถ่างแหวน ปากงอ 12"""
E032000030,"193 คีมถ่างแหวน ปากแบน 7"""
E032000031,"J-1 คีมหนีบแหวน ปากตรง 5 1/2"""
E032000032,"J-2 คีมหนีบแหวน ปากตรง 7"""
E032000033,"J-3 คีมหนีบแหวน ปากตรง 9"""
E032000034,"J-4 คีมหนีบแหวน ปากตรง 12"""
E032000035,"J-11 คีมหนีบแหวน ปากงอ 5 1/2"""
E032000036,"J-21 คีมหนีบแหวน ปากงอ 7"""
E032000037,"J-31 คีมหนีบแหวน ปากงอ 9"""
E032000038,"J-41 คีมหนีบแหวน ปากงอ 12"""
E050100063,KU110.1 สว่านไฟฟ้า 500 วัตต์ - Kress
E050100065,KU110K.1 สว่านไฟฟ้า 500 วัตต์ (keyless) - Kress
E050100064,KU120 สว่านไฟฟ้า 650 วัตต์ - Kress
E050100069,HP-1230 สว่านกระแทก 13  มม. 400 วัตต์ Makita
E050100056,M8100B สว่านเจาะกระแทก 16 มิล 710 วัตต์ Makita
E050100066,KU310.2 สว่านไฟฟ้าเจาะกระแทก 650 วัตต์ - Kress
E050100067,KU332 สว่านเจาะกระแทกโรตารี 1100 วัตต์ - Kress
E050100068,KU320.1 สว่านเจาะกระแทกโรตารี 800 วัตต์ - Kress
E050100071,HR-1840 สว่านเจาะกระแทกโรตารี 470 วัตต์
E050400014,KU090 เครื่องเป่าลม 500 วัตต์ - Kress
E050400015,KU041 เครื่องเป่าลมร้อน 2000 วัตต์ - Kress
E050300040,"KU700 เครื่องเจียรไฟฟ้า 4"" 760 วัตต์ (สวิตช์ข้าง) - Kress"
E050300041,"KU700B เครื่องเจียรไฟฟ้า 4"" 760 วัตต์ (สวิตช์ท้าย) - Kress"
E040400015,"KU420 เลื่อยวงเดือน 7.5"" - Kress"
E050500011,"KU760 แท่นตัดไฟเบอร์ 14"" - Kress"
E051100007,"WFS-3738 ขัดกระดาษทรายลม 5"" - WUFU"
E051400002,KU340.1 เครื่องสกัดคอนกรีต 5 กก. 1200 วัตต์ - Kress
E051700002,"KU076 เครื่องตัดหินอ่อน 4"" 1400 วัตต์ - Kress"
E960100185,B-62670 ดอกสว่านเจาะคอนกรีต SDS 10 มม.
E060400004,"AT-7036 เครื่องเจียรลม 4"" - PUMA"
E060200004,"AT-4041 สว่านลม 1/2"" - PUMA"
E061300001,WFH-1140 สกัดลม 190 มม. - WUFU
E060500004,"AT-4060 ไขควงลม 1/4"" - PUMA"
E060500005,"AT-4060K ชุดไขควงลม 1/4"" - PUMA"
E060500003,"AT-4068K ชุดไขควงลม 1/4"" - PUMA"
E031600026,"AT-5057 ด้ามฟรีลม 1/2"" - PUMA"
E031600027,"AT-5057K ชุดด้ามฟรีลม 1/2"" - PUMA"
E031600028,"WFR-4060 ด้ามฟรีลม 1/2"" - WUFU"
E060300007,"AT-5060 บ๊อกลม 3/4"" - PUMA"
E060300008,"AT-5060K ชุดบ๊อกลม 3/4"" - PUMA"
E060300009,"AT-5247 บ๊อกลม 1/2"" - PUMA"
E060300010,"AT-5247K ชุดบ๊อกลม 1/2"" - PUMA"
E060300011,"WFI-4270 บ๊อกลม 1/2"" - WUFU"
E071800044,TM-919AL เครื่องวัดอุณหภูมิ อินฟราเรด Lutron
E071800047,TG54 เครื่องวัดอุณหภูมิ อินฟราเรด FLIR
E073200001,PMS-713 เครื่องวัดความชื้นวัสดุ Lutron
E073250001,PMS-714 เครื่องวัดความชื้นในดิน Lutron
E073200002,MR40 ปากกาวัดความชื้นวัสดุ FLIR
E071830001,PTM-806 เครื่องวัดอุณหภูมิดิจิตอล Lutron
E071800038,UFR101 เครื่องวัดอุณหภูมิร่างกายอัตโนมัติ – Verified
E071800039,UFR101 Bluetooth เครื่องวัดอุณหภูมิร่างกายอัตโนมัติ - Verified
E079800009,ขาตั้งเครื่องวัดอุณหภูมิร่างกายอัตโนมัติ ขาปรับระดับได้ - Verified
E071800041,DET-306 เครื่องวัดอุณหภูมิอินฟราเรด
E071100010,KI200 เครื่องวัดระยะเลเซอร์ 0.2-40 เมตร – Kress
E071100011,KI202 เครื่องวัดระยะเลเซอร์ 0.2-100 เมตร - Kress
E072600001,KI100S+KA5191 เครื่องวัดระดับเลเซอร์ - Kress
E070300059,TCS-60-AW31 เครื่องชั่งดิจิตอลตั้งพื้น พิกัด 60 กก. SUNFORD
E070300063,TCS-150-AW31 เครื่องชั่งดิจิตอลตั้งพื้น พิกัด 150 กก. SUNFORD
E070300064,TCS-500-AW31 เครื่องชั่งดิจิตอลตั้งพื้น พิกัด 500 กก. SUNFORD
E070300060,TCS-60-SW31S เครื่องชั่งดิจิตอลตั้งพื้น พิกัด 60 กก. SUNFORD
E070300061,TCS-150-SW31S เครื่องชั่งดิจิตอลตั้งพื้น พิกัด 150 กก. SUNFORD
E070300062,TCS-300-SW31S เครื่องชั่งดิจิตอลตั้งพื้น พิกัด 300 กก. SUNFORD
E070350006,ACS-30-JC21 เครื่องชั่งดิจิตอลตั้งโต๊ะ พิกัด 30 กก. SUNFORD
E070350010,ACS-30-JE21 เครื่องชั่งดิจิตอลตั้งโต๊ะ พิกัด 30 กก. SUNFORD
E070350007,ACS-30-FC31 เครื่องชั่งดิจิตอลตั้งโต๊ะ พิกัด 30 กก. SUNFORD
E070350009,ACS-30-FE31 เครื่องชั่งดิจิตอลตั้งโต๊ะ พิกัด 30 กก. SUNFORD
E070350008,ACS-30-JC81 เครื่องชั่งดิจิตอลตั้งโต๊ะ พิกัด 30 กก. SUNFORD
E070350012,ACS-30-JE81 เครื่องชั่งดิจิตอลตั้งโต๊ะ พิกัด 30 กก. SUNFORD
E070350011,ACS-30-JE11 เครื่องชั่งดิจิตอลตั้งโต๊ะ พิกัด 30 กก. SUNFORD
E070350013,FEH5KS เครื่องชั่งดิจิตอลตั้งโต๊ะ พิกัด 5 กก. SUNFORD
E070350014,TCS-30-AC31S เครื่องชั่งดิจิตอลตั้งโต๊ะ พิกัด 30 กก. SUNFORD
E010300007,V1RF/B กระบอกอัดจาระบี GROZ 
E061000011,AP8037-1 เกจ์เติมลม - AEROPRO
E060900011,AA-5006 ปืนฉีดลม - PUMA
E060900010,AA-5018A ปืนฉีดลม - PUMA
E060900012,DG-10 (RP8032-1) ปืนฉีดลม - AEROPRO
E069800031,สายลม PU 5x8 มม. ยาว 10 เมตร - TIGER
E069800032,สายลม PU 5x8 มม. ยาว 15 เมตร - TIGER
E069800033,สายลม PU 5x8 มม. ยาว 20 เมตร - TIGER
E069800028,สายลมสปริง PU 5x8 มม. ยาว 7 เมตร พร้อมคอปเปอร์ - TIGER
E069800029,สายลมสปริง PU 5x8 มม. ยาว 10 เมตร พร้อมคอปเปอร์ - TIGER
E069800030,สายลมสปริง PU 5x8 มม. ยาว 15 เมตร พร้อมคอปเปอร์ - TIGER
E061100002,PM10-12SA โรลสายลม 6.5x10 มม. ยาว 12 เมตร - PUMA
E061100001,PM12-10SA โรลสายลม 8x12 มม. ยาว 10 เมตร - PUMA
E061100003,PM12-16LA โรลสายลม 8x12 มม. ยาว 15 เมตร - PUMA
E061100004,PM10-20LA โรลสายลม 6.5x10 มม. ยาว 20 เมตร - PUMA
E061100005,AA-2005 สายลมบาลานเซอร์ ยาว 7.5 เมตร - PUMA
E060100017,SGBM9037 ปั๊มลมโรตารี่ 70 ลิตร
E060100022,BM2024B ปั๊มลมโรตารี่ 24 ลิตร - POLO
E060100023,BM2050B ปั๊มลมโรตารี่ 50 ลิตร - POLO
E060100018,OFS7501-50 ปั๊มลมออยล์ฟรี 1 HP 50L POLO
E060100003,OFS7503-100 ปั๊มลมออยล์ฟรี 3 HP 100L POLO
E060100019,OFS11001-50 ปั๊มลมออยล์ฟรี 1.5 HP 50L POLO
E060100011,OFS15001-50 ปั๊มลมออยล์ฟรี 2 HP 50L  POLO
E060100020,OFS15001-50S ปั๊มลมออยล์ฟรี 2 HP 50L POLO
E080600004,FT-769E เครื่องพ่นยาสะพายหลัง 25L - Fujikawa
E080600005,WAB-3WF-3A14 เครื่องพ่นยาสะพายหลัง 14L - WASABI
E080600006,WAB-3WF-3A26 เครื่องพ่นยาสะพายหลัง 26L - WASABI
E080600002,ZP-HS-16M เครื่องพ่นยาสะพายหลัง  16L -  ZAPP
E080600007,ZP-HS-20 เครื่องพ่นยาสะพายหลัง 20L - ZAPP
E080700003,PF0.5 กระบอกฉีดพ่นยาหัวพลาสติก ขนาด 0.5 ลิตร POLO
E080700002,PF1.0 กระบอกฉีดพ่นยาหัวพลาสติก 1 ลิตร POLO
E080700004,PH1.0 กระบอกฉีดพ่นยาขนาด 1 ลิตร POLO
E080700005,PH1.5 กระบอกฉีดพ่นยาขนาด 1.5 ลิตร POLO
E080700006,PH2.0 กระบอกฉีดพ่นยาขนาด 2 ลิตร POLO
G051410002,INS-1007 โต๊ะวางเครื่องมือแพทย์ 2 ชั้น ติดล้อ W700xL1000xH800 มม.
G051410007,INS-1006-H โต๊ะวางเครื่องมือแพทย์ 2 ชั้น ติดล้อ PU 4 นิ้ว W600xL1000xH850 มม.
G051410008,INS-0905-H โต๊ะวางเครื่องมือแพทย์ 2 ชั้น ติดล้อ PU 4 นิ้ว W520xL920xH800 มม.
